source,team_slug,team_name,name,slug,position,club,date_of_birth,nationality,source_url,matched_player_id,matched_player_name,match_confidence,status,notes
Wikipedia,brazil,Brazil,Alex Sandro,alex-sandro,DF,Flamengo,"( 1991-01-26 ) January 26, 1991 (aged 35)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Alex Sandro | ( 1991-01-26 ) January 26, 1991 (aged 35) | 43 | 2 | Flamengo"
Wikipedia,brazil,Brazil,Gabriel Magalhães,gabriel-magalhaes,DF,Arsenal,"( 1997-12-19 ) December 19, 1997 (aged 28)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Gabriel Magalhães | ( 1997-12-19 ) December 19, 1997 (aged 28) | 17 | 1 | Arsenal"
Wikipedia,brazil,Brazil,Bremer,bremer,DF,Juventus,"( 1997-03-18 ) March 18, 1997 (aged 29)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Bremer | ( 1997-03-18 ) March 18, 1997 (aged 29) | 6 | 1 | Juventus"
Wikipedia,brazil,Brazil,Fabrício Bruno,fabricio-bruno,DF,Cruzeiro,"( 1996-02-12 ) February 12, 1996 (aged 30)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Fabrício Bruno | ( 1996-02-12 ) February 12, 1996 (aged 30) | 6 | 0 | Cruzeiro"
Wikipedia,brazil,Brazil,Wesley,wesley,DF,Roma,"( 2003-09-06 ) September 6, 2003 (aged 22)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Wesley | ( 2003-09-06 ) September 6, 2003 (aged 22) | 6 | 0 | Roma"
Wikipedia,brazil,Brazil,Roger Ibañez,roger-ibanez,DF,Al-Ahli,"( 1998-11-23 ) November 23, 1998 (aged 27)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Roger Ibañez | ( 1998-11-23 ) November 23, 1998 (aged 27) | 5 | 0 | Al-Ahli"
Wikipedia,brazil,Brazil,Douglas Santos,douglas-santos,DF,Zenit Saint Petersburg,"( 1994-03-22 ) March 22, 1994 (aged 32)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Douglas Santos | ( 1994-03-22 ) March 22, 1994 (aged 32) | 5 | 0 | Zenit Saint Petersburg"
Wikipedia,brazil,Brazil,Carlos Augusto,carlos-augusto,DF,Inter Milan,"( 1999-01-07 ) January 7, 1999 (aged 27)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Carlos Augusto | ( 1999-01-07 ) January 7, 1999 (aged 27) | 4 | 0 | Inter Milan"
Wikipedia,brazil,Brazil,Alexsandro,alexsandro,DF,Lille,"( 1999-08-09 ) August 9, 1999 (aged 26)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Alexsandro | ( 1999-08-09 ) August 9, 1999 (aged 26) | 3 | 0 | Lille"
Wikipedia,brazil,Brazil,Paulo Henrique,paulo-henrique,DF,Vasco da Gama,"( 1996-07-25 ) July 25, 1996 (aged 29)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Paulo Henrique | ( 1996-07-25 ) July 25, 1996 (aged 29) | 2 | 1 | Vasco da Gama"
Wikipedia,brazil,Brazil,Léo Ortiz,leo-ortiz,DF,Flamengo,"( 1996-01-03 ) January 3, 1996 (aged 30)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Léo Ortiz | ( 1996-01-03 ) January 3, 1996 (aged 30) | 2 | 0 | Flamengo"
Wikipedia,brazil,Brazil,Léo Pereira,leo-pereira,DF,Flamengo,"( 1996-01-31 ) January 31, 1996 (aged 30)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Léo Pereira | ( 1996-01-31 ) January 31, 1996 (aged 30) | 2 | 0 | Flamengo"
Wikipedia,brazil,Brazil,Vitinho,vitinho,DF,Botafogo,"( 1999-07-23 ) July 23, 1999 (aged 26)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Vitinho | ( 1999-07-23 ) July 23, 1999 (aged 26) | 2 | 0 | Botafogo"
Wikipedia,brazil,Brazil,Kaiki,kaiki,DF,Cruzeiro,"( 2003-03-08 ) March 8, 2003 (aged 23)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Kaiki | ( 2003-03-08 ) March 8, 2003 (aged 23) | 1 | 0 | Cruzeiro"
Wikipedia,brazil,Brazil,Luciano Juba,luciano-juba,DF,Bahia,"( 1999-08-29 ) August 29, 1999 (aged 26)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Luciano Juba | ( 1999-08-29 ) August 29, 1999 (aged 26) | 0 | 0 | Bahia"
Wikipedia,brazil,Brazil,Vitor Reis,vitor-reis,DF,Girona,"( 2006-01-12 ) January 12, 2006 (aged 20)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Vitor Reis | ( 2006-01-12 ) January 12, 2006 (aged 20) | 0 | 0 | Girona"
Wikipedia,brazil,Brazil,Casemiro ( captain ),casemiro-captain,MF,Manchester United,"( 1992-02-23 ) February 23, 1992 (aged 34)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Casemiro ( captain ) | ( 1992-02-23 ) February 23, 1992 (aged 34) | 84 | 8 | Manchester United"
Wikipedia,brazil,Brazil,Lucas Paquetá,lucas-paqueta,MF,Flamengo,"( 1997-08-27 ) August 27, 1997 (aged 28)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Lucas Paquetá | ( 1997-08-27 ) August 27, 1997 (aged 28) | 61 | 12 | Flamengo"
Wikipedia,brazil,Brazil,Bruno Guimarães,bruno-guimaraes,MF,Newcastle United,"( 1997-11-16 ) November 16, 1997 (aged 28)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Bruno Guimarães | ( 1997-11-16 ) November 16, 1997 (aged 28) | 41 | 2 | Newcastle United"
Wikipedia,brazil,Brazil,Fabinho,fabinho,MF,Al-Ittihad,"( 1993-10-23 ) October 23, 1993 (aged 32)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Fabinho | ( 1993-10-23 ) October 23, 1993 (aged 32) | 31 | 0 | Al-Ittihad"
Wikipedia,brazil,Brazil,Gerson,gerson,MF,Cruzeiro,"( 1997-05-20 ) May 20, 1997 (aged 29)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Gerson | ( 1997-05-20 ) May 20, 1997 (aged 29) | 14 | 1 | Cruzeiro"
Wikipedia,brazil,Brazil,Andreas Pereira,andreas-pereira,MF,Palmeiras,"( 1996-01-01 ) January 1, 1996 (aged 30)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Andreas Pereira | ( 1996-01-01 ) January 1, 1996 (aged 30) | 10 | 2 | Palmeiras"
Wikipedia,brazil,Brazil,João Gomes,joao-gomes,MF,Wolverhampton Wanderers,"( 2001-02-12 ) February 12, 2001 (aged 25)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | João Gomes | ( 2001-02-12 ) February 12, 2001 (aged 25) | 10 | 0 | Wolverhampton Wanderers"
Wikipedia,brazil,Brazil,Andrey Santos,andrey-santos,MF,Chelsea,"( 2004-05-03 ) May 3, 2004 (aged 22)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Andrey Santos | ( 2004-05-03 ) May 3, 2004 (aged 22) | 6 | 0 | Chelsea"
Wikipedia,brazil,Brazil,Danilo Santos,danilo-santos,MF,Botafogo,"( 2001-04-29 ) April 29, 2001 (aged 25)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Danilo Santos | ( 2001-04-29 ) April 29, 2001 (aged 25) | 2 | 1 | Botafogo"
Wikipedia,brazil,Brazil,Matheus Pereira,matheus-pereira,MF,Cruzeiro,"( 1996-05-05 ) May 5, 1996 (aged 30)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Matheus Pereira | ( 1996-05-05 ) May 5, 1996 (aged 30) | 1 | 0 | Cruzeiro"
Wikipedia,brazil,Brazil,Gabriel Sara,gabriel-sara,MF,Galatasaray,"( 1999-06-26 ) June 26, 1999 (aged 26)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Gabriel Sara | ( 1999-06-26 ) June 26, 1999 (aged 26) | 1 | 0 | Galatasaray"
Wikipedia,brazil,Brazil,Neymar,neymar,FW,Santos,"( 1992-02-05 ) February 5, 1992 (aged 34)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Neymar | ( 1992-02-05 ) February 5, 1992 (aged 34) | 128 | 79 | Santos"
Wikipedia,brazil,Brazil,Gabriel Jesus,gabriel-jesus,FW,Arsenal,"( 1997-04-03 ) April 3, 1997 (aged 29)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Gabriel Jesus | ( 1997-04-03 ) April 3, 1997 (aged 29) | 64 | 19 | Arsenal"
Wikipedia,brazil,Brazil,Richarlison,richarlison,FW,Tottenham Hotspur,"( 1997-05-10 ) May 10, 1997 (aged 29)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Richarlison | ( 1997-05-10 ) May 10, 1997 (aged 29) | 54 | 20 | Tottenham Hotspur"
Wikipedia,brazil,Brazil,Vinícius Júnior,vinicius-junior,FW,Real Madrid,"( 2000-07-12 ) July 12, 2000 (aged 25)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Vinícius Júnior | ( 2000-07-12 ) July 12, 2000 (aged 25) | 47 | 8 | Real Madrid"
Wikipedia,brazil,Brazil,Raphinha,raphinha,FW,Barcelona,"( 1996-12-14 ) December 14, 1996 (aged 29)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Raphinha | ( 1996-12-14 ) December 14, 1996 (aged 29) | 37 | 11 | Barcelona"
Wikipedia,brazil,Brazil,Gabriel Martinelli,gabriel-martinelli,FW,Arsenal,"( 2001-06-18 ) June 18, 2001 (aged 24)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Gabriel Martinelli | ( 2001-06-18 ) June 18, 2001 (aged 24) | 22 | 4 | Arsenal"
Wikipedia,brazil,Brazil,Matheus Cunha,matheus-cunha,FW,Manchester United,"( 1999-05-27 ) May 27, 1999 (aged 27)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Matheus Cunha | ( 1999-05-27 ) May 27, 1999 (aged 27) | 21 | 1 | Manchester United"
Wikipedia,brazil,Brazil,Antony,antony,FW,Real Betis,"( 2000-02-24 ) February 24, 2000 (aged 26)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Antony | ( 2000-02-24 ) February 24, 2000 (aged 26) | 16 | 2 | Real Betis"
Wikipedia,brazil,Brazil,Endrick,endrick,FW,Lyon,"( 2006-07-21 ) July 21, 2006 (aged 19)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Endrick | ( 2006-07-21 ) July 21, 2006 (aged 19) | 15 | 3 | Lyon"
Wikipedia,brazil,Brazil,Luiz Henrique,luiz-henrique,FW,Zenit Saint Petersburg,"( 2001-01-02 ) January 2, 2001 (aged 25)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Luiz Henrique | ( 2001-01-02 ) January 2, 2001 (aged 25) | 13 | 2 | Zenit Saint Petersburg"
Wikipedia,brazil,Brazil,Savinho,savinho,FW,Manchester City,"( 2004-04-10 ) April 10, 2004 (aged 22)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Savinho | ( 2004-04-10 ) April 10, 2004 (aged 22) | 13 | 1 | Manchester City"
Wikipedia,brazil,Brazil,João Pedro,joao-pedro,FW,Chelsea,"( 2001-09-26 ) September 26, 2001 (aged 24)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | João Pedro | ( 2001-09-26 ) September 26, 2001 (aged 24) | 8 | 0 | Chelsea"
Wikipedia,brazil,Brazil,Pedro,pedro,FW,Flamengo,"( 1997-06-20 ) June 20, 1997 (aged 28)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Pedro | ( 1997-06-20 ) June 20, 1997 (aged 28) | 6 | 1 | Flamengo"
Wikipedia,brazil,Brazil,Igor Jesus,igor-jesus,FW,Nottingham Forest,"( 2001-02-25 ) February 25, 2001 (aged 25)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Igor Jesus | ( 2001-02-25 ) February 25, 2001 (aged 25) | 5 | 1 | Nottingham Forest"
Wikipedia,brazil,Brazil,Igor Thiago,igor-thiago,FW,Brentford,"( 2001-06-26 ) June 26, 2001 (aged 24)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Igor Thiago | ( 2001-06-26 ) June 26, 2001 (aged 24) | 2 | 1 | Brentford"
Wikipedia,brazil,Brazil,Kaio Jorge,kaio-jorge,FW,Cruzeiro,"( 2002-01-24 ) January 24, 2002 (aged 24)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Kaio Jorge | ( 2002-01-24 ) January 24, 2002 (aged 24) | 1 | 0 | Cruzeiro"
Wikipedia,brazil,Brazil,Samuel Lino,samuel-lino,FW,Flamengo,"( 1999-12-23 ) December 23, 1999 (aged 26)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Samuel Lino | ( 1999-12-23 ) December 23, 1999 (aged 26) | 1 | 0 | Flamengo"
Wikipedia,brazil,Brazil,Rayan,rayan,FW,Bournemouth,"( 2006-08-03 ) August 3, 2006 (aged 19)",Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Rayan | ( 2006-08-03 ) August 3, 2006 (aged 19) | 1 | 0 | Bournemouth"
Wikipedia,haiti,Haiti,Johny Placide ( captain ),johny-placide-captain,GK,Bastia,"( 1988-01-29 ) January 29, 1988 (aged 38)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Johny Placide ( captain ) | ( 1988-01-29 ) January 29, 1988 (aged 38) | 79 | 0 | Bastia"
Wikipedia,haiti,Haiti,Alexandre Pierre,alexandre-pierre,GK,Sochaux,"( 2001-02-25 ) February 25, 2001 (aged 25)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Alexandre Pierre | ( 2001-02-25 ) February 25, 2001 (aged 25) | 14 | 0 | Sochaux"
Wikipedia,haiti,Haiti,Josué Duverger,josue-duverger,GK,Cosmos Koblenz &#91; de &#93;,"( 2000-04-27 ) April 27, 2000 (aged 26)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Josué Duverger | ( 2000-04-27 ) April 27, 2000 (aged 26) | 6 | 0 | Cosmos Koblenz &#91; de &#93;"
Wikipedia,haiti,Haiti,Ricardo Adé,ricardo-ade,DF,LDU Quito,"( 1990-05-21 ) May 21, 1990 (aged 36)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Ricardo Adé | ( 1990-05-21 ) May 21, 1990 (aged 36) | 57 | 2 | LDU Quito"
Wikipedia,haiti,Haiti,Carlens Arcus,carlens-arcus,DF,Angers,"( 1996-06-28 ) June 28, 1996 (aged 29)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Carlens Arcus | ( 1996-06-28 ) June 28, 1996 (aged 29) | 51 | 1 | Angers"
Wikipedia,haiti,Haiti,Martin Expérience,martin-experience,DF,Nancy,"( 1999-03-09 ) March 9, 1999 (aged 27)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Martin Expérience | ( 1999-03-09 ) March 9, 1999 (aged 27) | 19 | 0 | Nancy"
Wikipedia,haiti,Haiti,Jean-Kévin Duverne,jean-kevin-duverne,DF,Gent,"( 1997-07-12 ) July 12, 1997 (aged 28)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Jean-Kévin Duverne | ( 1997-07-12 ) July 12, 1997 (aged 28) | 15 | 1 | Gent"
Wikipedia,haiti,Haiti,Duke Lacroix,duke-lacroix,DF,Colorado Springs Switchbacks FC,"( 1993-10-14 ) October 14, 1993 (aged 32)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Duke Lacroix | ( 1993-10-14 ) October 14, 1993 (aged 32) | 14 | 2 | Colorado Springs Switchbacks FC"
Wikipedia,haiti,Haiti,Wilguens Paugain,wilguens-paugain,DF,Zulte Waregem,"( 2001-08-24 ) August 24, 2001 (aged 24)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Wilguens Paugain | ( 2001-08-24 ) August 24, 2001 (aged 24) | 6 | 0 | Zulte Waregem"
Wikipedia,haiti,Haiti,Hannes Delcroix,hannes-delcroix,DF,Lugano,"( 1999-02-28 ) February 28, 1999 (aged 27)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Hannes Delcroix | ( 1999-02-28 ) February 28, 1999 (aged 27) | 5 | 0 | Lugano"
Wikipedia,haiti,Haiti,Keeto Thermoncy,keeto-thermoncy,DF,Young Boys,"( 2006-03-29 ) March 29, 2006 (aged 20)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 2 DF | Keeto Thermoncy | ( 2006-03-29 ) March 29, 2006 (aged 20) | 1 | 0 | Young Boys"
Wikipedia,haiti,Haiti,Leverton Pierre,leverton-pierre,MF,Vizela,"( 1998-03-09 ) March 9, 1998 (aged 28)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Leverton Pierre | ( 1998-03-09 ) March 9, 1998 (aged 28) | 33 | 0 | Vizela"
Wikipedia,haiti,Haiti,Danley Jean Jacques,danley-jean-jacques,MF,Philadelphia Union,"( 2000-05-20 ) May 20, 2000 (aged 26)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Danley Jean Jacques | ( 2000-05-20 ) May 20, 2000 (aged 26) | 28 | 6 | Philadelphia Union"
Wikipedia,haiti,Haiti,Carl Sainté,carl-sainte,MF,El Paso Locomotive FC,"( 2002-08-09 ) August 9, 2002 (aged 23)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Carl Sainté | ( 2002-08-09 ) August 9, 2002 (aged 23) | 25 | 0 | El Paso Locomotive FC"
Wikipedia,haiti,Haiti,Jean-Ricner Bellegarde,jean-ricner-bellegarde,MF,Wolverhampton Wanderers,"( 1998-06-27 ) June 27, 1998 (aged 27)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Jean-Ricner Bellegarde | ( 1998-06-27 ) June 27, 1998 (aged 27) | 8 | 0 | Wolverhampton Wanderers"
Wikipedia,haiti,Haiti,Woodensky Pierre,woodensky-pierre,MF,Violette,"( 2004-12-30 ) December 30, 2004 (aged 21)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Woodensky Pierre | ( 2004-12-30 ) December 30, 2004 (aged 21) | 1 | 0 | Violette"
Wikipedia,haiti,Haiti,Dominique Simon,dominique-simon,MF,Tatran Prešov,"( 2000-07-29 ) July 29, 2000 (aged 25)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 3 MF | Dominique Simon | ( 2000-07-29 ) July 29, 2000 (aged 25) | 0 | 0 | Tatran Prešov"
Wikipedia,haiti,Haiti,Duckens Nazon,duckens-nazon,FW,Esteghlal,"( 1994-04-07 ) April 7, 1994 (aged 32)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Duckens Nazon | ( 1994-04-07 ) April 7, 1994 (aged 32) | 76 | 44 | Esteghlal"
Wikipedia,haiti,Haiti,Frantzdy Pierrot,frantzdy-pierrot,FW,Çaykur Rizespor,"( 1995-03-29 ) March 29, 1995 (aged 31)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Frantzdy Pierrot | ( 1995-03-29 ) March 29, 1995 (aged 31) | 49 | 33 | Çaykur Rizespor"
Wikipedia,haiti,Haiti,Derrick Etienne Jr.,derrick-etienne-jr,FW,Toronto FC,"( 1996-11-25 ) November 25, 1996 (aged 29)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Derrick Etienne Jr. | ( 1996-11-25 ) November 25, 1996 (aged 29) | 46 | 8 | Toronto FC"
Wikipedia,haiti,Haiti,Louicius Deedson,louicius-deedson,FW,FC Dallas,"( 2001-02-11 ) February 11, 2001 (aged 25)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Louicius Deedson | ( 2001-02-11 ) February 11, 2001 (aged 25) | 30 | 10 | FC Dallas"
Wikipedia,haiti,Haiti,Ruben Providence,ruben-providence,FW,Almere City,"( 2001-07-07 ) July 7, 2001 (aged 24)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Ruben Providence | ( 2001-07-07 ) July 7, 2001 (aged 24) | 13 | 2 | Almere City"
Wikipedia,haiti,Haiti,Josué Casimir,josue-casimir,FW,Auxerre,"( 2001-09-24 ) September 24, 2001 (aged 24)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Josué Casimir | ( 2001-09-24 ) September 24, 2001 (aged 24) | 5 | 0 | Auxerre"
Wikipedia,haiti,Haiti,Yassin Fortuné,yassin-fortune,FW,Vizela,"( 1999-01-30 ) January 30, 1999 (aged 27)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Yassin Fortuné | ( 1999-01-30 ) January 30, 1999 (aged 27) | 3 | 0 | Vizela"
Wikipedia,haiti,Haiti,Wilson Isidor,wilson-isidor,FW,Sunderland,"( 2000-08-27 ) August 27, 2000 (aged 25)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Wilson Isidor | ( 2000-08-27 ) August 27, 2000 (aged 25) | 2 | 1 | Sunderland"
Wikipedia,haiti,Haiti,Lenny Joseph,lenny-joseph,FW,Ferencváros,"( 2000-10-12 ) October 12, 2000 (aged 25)",Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 4 FW | Lenny Joseph | ( 2000-10-12 ) October 12, 2000 (aged 25) | 0 | 0 | Ferencváros"
Wikipedia,paraguay,Paraguay,Gatito Fernández,gatito-fernandez,GK,Cerro Porteño,"( 1988-03-29 ) March 29, 1988 (aged 38)",Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Gatito Fernández | ( 1988-03-29 ) March 29, 1988 (aged 38) | 30 | 0 | Cerro Porteño"
Wikipedia,paraguay,Paraguay,Carlos Coronel,carlos-coronel,GK,São Paulo,"( 1996-12-29 ) December 29, 1996 (aged 29)",Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Carlos Coronel | ( 1996-12-29 ) December 29, 1996 (aged 29) | 9 | 0 | São Paulo"
Wikipedia,paraguay,Paraguay,Orlando Gill,orlando-gill,GK,San Lorenzo,"( 2000-06-11 ) June 11, 2000 (aged 26)",Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Orlando Gill | ( 2000-06-11 ) June 11, 2000 (aged 26) | 5 | 0 | San Lorenzo"
Wikipedia,paraguay,Paraguay,Santiago Rojas,santiago-rojas,GK,Nacional,"( 1996-04-05 ) April 5, 1996 (aged 30)",Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Santiago Rojas | ( 1996-04-05 ) April 5, 1996 (aged 30) | 2 | 0 | Nacional"
Wikipedia,paraguay,Paraguay,Juan Espínola,juan-espinola,GK,Barracas Central,"( 1994-11-02 ) November 2, 1994 (aged 31)",Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Juan Espínola | ( 1994-11-02 ) November 2, 1994 (aged 31) | 1 | 0 | Barracas Central"
Wikipedia,paraguay,Paraguay,Gastón Olveira,gaston-olveira,GK,Olimpia,"( 1993-04-21 ) April 21, 1993 (aged 33)",Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,,,0,pending_review,"raw= | 1 GK | Gastón Olveira | ( 1993-04-21 ) April 21, 1993 (aged 33) | 1 | 0 | Olimpia"
