id,team_id,team_slug,name,slug,position,club,nationality,source_url,status,reason,action
3975,60,brazil,Paulo Henrique,paulo-henrique,DF,Vasco da Gama,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3977,60,brazil,Léo Pereira,leo-pereira,DF,Flamengo,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3979,60,brazil,Kaiki,kaiki,DF,Cruzeiro,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3981,60,brazil,Vitor Reis,vitor-reis,DF,Girona,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3983,60,brazil,Lucas Paquetá,lucas-paqueta,MF,Flamengo,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3987,60,brazil,Andreas Pereira,andreas-pereira,MF,Palmeiras,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3989,60,brazil,Andrey Santos,andrey-santos,MF,Chelsea,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3991,60,brazil,Matheus Pereira,matheus-pereira,MF,Cruzeiro,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3993,60,brazil,Neymar,neymar,FW,Santos,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3995,60,brazil,Richarlison,richarlison,FW,Tottenham Hotspur,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3997,60,brazil,Raphinha,raphinha,FW,Barcelona,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3999,60,brazil,Matheus Cunha,matheus-cunha,FW,Manchester United,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4001,60,brazil,Endrick,endrick,FW,Lyon,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4003,60,brazil,Savinho,savinho,FW,Manchester City,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4005,60,brazil,Pedro,pedro,FW,Flamengo,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4007,60,brazil,Igor Thiago,igor-thiago,FW,Brentford,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4009,60,brazil,Samuel Lino,samuel-lino,FW,Flamengo,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4011,28,haiti,Johny Placide ( captain ),johny-placide-captain,GK,Bastia,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4013,28,haiti,Josué Duverger,josue-duverger,GK,Cosmos Koblenz &#91; de &#93;,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4015,28,haiti,Carlens Arcus,carlens-arcus,DF,Angers,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4017,28,haiti,Jean-Kévin Duverne,jean-kevin-duverne,DF,Gent,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4019,28,haiti,Wilguens Paugain,wilguens-paugain,DF,Zulte Waregem,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4021,28,haiti,Keeto Thermoncy,keeto-thermoncy,DF,Young Boys,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4023,28,haiti,Danley Jean Jacques,danley-jean-jacques,MF,Philadelphia Union,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4025,28,haiti,Jean-Ricner Bellegarde,jean-ricner-bellegarde,MF,Wolverhampton Wanderers,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4027,28,haiti,Dominique Simon,dominique-simon,MF,Tatran Prešov,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4029,28,haiti,Frantzdy Pierrot,frantzdy-pierrot,FW,Çaykur Rizespor,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4031,28,haiti,Louicius Deedson,louicius-deedson,FW,FC Dallas,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4033,28,haiti,Josué Casimir,josue-casimir,FW,Auxerre,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4035,28,haiti,Wilson Isidor,wilson-isidor,FW,Sunderland,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4037,39,paraguay,Gatito Fernández,gatito-fernandez,GK,Cerro Porteño,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4039,39,paraguay,Orlando Gill,orlando-gill,GK,San Lorenzo,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4041,39,paraguay,Juan Espínola,juan-espinola,GK,Barracas Central,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4043,39,paraguay,Gustavo Gómez ( captain ),gustavo-gomez-captain,DF,Palmeiras,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4045,39,paraguay,Fabián Balbuena,fabian-balbuena,DF,Grêmio,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4047,39,paraguay,Juan José Cáceres,juan-jose-caceres,DF,Dynamo Moscow,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4049,39,paraguay,Gustavo Velázquez,gustavo-velazquez,DF,Cerro Porteño,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4051,39,paraguay,Agustín Sández,agustin-sandez,DF,Rosario Central,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3988,60,brazil,João Gomes,joao-gomes,MF,Wolverhampton Wanderers,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3990,60,brazil,Danilo Santos,danilo-santos,MF,Botafogo,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3992,60,brazil,Gabriel Sara,gabriel-sara,MF,Galatasaray,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3994,60,brazil,Gabriel Jesus,gabriel-jesus,FW,Arsenal,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3996,60,brazil,Vinícius Júnior,vinicius-junior,FW,Real Madrid,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
3998,60,brazil,Gabriel Martinelli,gabriel-martinelli,FW,Arsenal,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4000,60,brazil,Antony,antony,FW,Real Betis,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4002,60,brazil,Luiz Henrique,luiz-henrique,FW,Zenit Saint Petersburg,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4004,60,brazil,João Pedro,joao-pedro,FW,Chelsea,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4006,60,brazil,Igor Jesus,igor-jesus,FW,Nottingham Forest,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4008,60,brazil,Kaio Jorge,kaio-jorge,FW,Cruzeiro,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4010,60,brazil,Rayan,rayan,FW,Bournemouth,Brazil,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4012,28,haiti,Alexandre Pierre,alexandre-pierre,GK,Sochaux,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4014,28,haiti,Ricardo Adé,ricardo-ade,DF,LDU Quito,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4016,28,haiti,Martin Expérience,martin-experience,DF,Nancy,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4018,28,haiti,Duke Lacroix,duke-lacroix,DF,Colorado Springs Switchbacks FC,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4020,28,haiti,Hannes Delcroix,hannes-delcroix,DF,Lugano,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4022,28,haiti,Leverton Pierre,leverton-pierre,MF,Vizela,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4024,28,haiti,Carl Sainté,carl-sainte,MF,El Paso Locomotive FC,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4026,28,haiti,Woodensky Pierre,woodensky-pierre,MF,Violette,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4028,28,haiti,Duckens Nazon,duckens-nazon,FW,Esteghlal,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4030,28,haiti,Derrick Etienne Jr.,derrick-etienne-jr,FW,Toronto FC,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4032,28,haiti,Ruben Providence,ruben-providence,FW,Almere City,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4034,28,haiti,Yassin Fortuné,yassin-fortune,FW,Vizela,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4036,28,haiti,Lenny Joseph,lenny-joseph,FW,Ferencváros,Haiti,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4038,39,paraguay,Carlos Coronel,carlos-coronel,GK,São Paulo,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4040,39,paraguay,Santiago Rojas,santiago-rojas,GK,Nacional,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4042,39,paraguay,Gastón Olveira,gaston-olveira,GK,Olimpia,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4044,39,paraguay,Júnior Alonso,junior-alonso,DF,Atlético Mineiro,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4046,39,paraguay,Omar Alderete,omar-alderete,DF,Sunderland,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4048,39,paraguay,Blas Riveros,blas-riveros,DF,Cerro Porteño,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4050,39,paraguay,Alan Benítez,alan-benitez,DF,Libertad,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4052,39,paraguay,Mateo Gamarra,mateo-gamarra,DF,Cruzeiro,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4054,39,paraguay,José Canale,jose-canale,DF,Lanús,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4056,39,paraguay,Alexandro Maidana,alexandro-maidana,DF,Talleres,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4055,39,paraguay,Diego León,diego-leon,DF,Manchester United,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4057,39,paraguay,Alcides Benítez,alcides-benitez,DF,Belgrano,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4059,39,paraguay,Alan Núñez,alan-nunez,DF,Nacional,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4061,39,paraguay,Mathías Villasanti,mathias-villasanti,MF,Grêmio,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4063,39,paraguay,Andrés Cubas,andres-cubas,MF,Vancouver Whitecaps FC,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4065,39,paraguay,Diego Gómez,diego-gomez,MF,Brighton & Hove Albion,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4067,39,paraguay,Braian Ojeda,braian-ojeda,MF,Orlando City SC,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4069,39,paraguay,Robert Piris Da Motta,robert-piris-da-motta,MF,Cerro Porteño,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4071,39,paraguay,Diego González,diego-gonzalez,MF,Atlas,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4073,39,paraguay,Maurício,mauricio,MF,Palmeiras,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4075,39,paraguay,Enso González,enso-gonzalez,MF,Wolverhampton Wanderers,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4077,39,paraguay,Óscar Romero,oscar-romero,FW,Huracán,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4079,39,paraguay,Antonio Sanabria,antonio-sanabria,FW,Cremonese,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4081,39,paraguay,Gabriel Ávalos,gabriel-avalos,FW,Independiente,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4083,39,paraguay,Álex Arce,alex-arce,FW,Independiente Rivadavia,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4085,39,paraguay,Lorenzo Melgarejo,lorenzo-melgarejo,FW,Libertad,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4087,39,paraguay,Ronaldo Martínez,ronaldo-martinez,FW,Talleres,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4089,39,paraguay,Robert Morales,robert-morales,FW,UNAM,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4091,39,paraguay,Rodney Redes,rodney-redes,FW,LDU Quito,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4093,70,ivory-coast,Alban Lafont,alban-lafont,GK,Panathinaikos,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4095,70,ivory-coast,Ghislain Konan,ghislain-konan,DF,Gil Vicente,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4097,70,ivory-coast,Wilfried Singo,wilfried-singo,DF,Galatasaray,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4099,70,ivory-coast,Emmanuel Agbadou,emmanuel-agbadou,DF,Beşiktaş,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4101,70,ivory-coast,Ousmane Diomande,ousmane-diomande,DF,Sporting CP,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4103,70,ivory-coast,Franck Kessié ( captain ),franck-kessie-captain,MF,Al-Ahli,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4105,70,ivory-coast,Ibrahim Sangaré,ibrahim-sangare,MF,Nottingham Forest,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4107,70,ivory-coast,Christ Inao Oulaï,christ-inao-oulai,MF,Trabzonspor,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4109,70,ivory-coast,Nicolas Pépé,nicolas-pepe,FW,Villarreal,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4060,39,paraguay,Miguel Almirón,miguel-almiron,MF,Atlanta United FC,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4062,39,paraguay,Kaku,kaku,MF,Al Ain,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4064,39,paraguay,Ramón Sosa,ramon-sosa,MF,Palmeiras,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4066,39,paraguay,Damián Bobadilla,damian-bobadilla,MF,São Paulo,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4068,39,paraguay,Matías Galarza,matias-galarza,MF,Atlanta United FC,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4070,39,paraguay,Álvaro Campuzano,alvaro-campuzano,MF,Libertad,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4072,39,paraguay,Hugo Cuenca,hugo-cuenca,MF,Burgos,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4074,39,paraguay,Lucas Romero,lucas-romero,MF,Universidad de Chile,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4076,39,paraguay,Rubén Lezcano,ruben-lezcano,MF,Olimpia,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4078,39,paraguay,Ángel Romero,angel-romero,FW,Boca Juniors,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4080,39,paraguay,Julio Enciso,julio-enciso,FW,Strasbourg,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4082,39,paraguay,Carlos González,carlos-gonzalez,FW,Independiente del Valle,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4084,39,paraguay,Adam Bareiro,adam-bareiro,FW,Boca Juniors,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4086,39,paraguay,Isidro Pitta,isidro-pitta,FW,Red Bull Bragantino,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4088,39,paraguay,Gustavo Caballero,gustavo-caballero,FW,Portsmouth,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4090,39,paraguay,Adrián Alcaraz,adrian-alcaraz,FW,Olimpia,Paraguay,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4092,70,ivory-coast,Yahia Fofana,yahia-fofana,GK,Çaykur Rizespor,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4094,70,ivory-coast,Mohamed Koné,mohamed-kone,GK,Charleroi,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4096,70,ivory-coast,Odilon Kossounou,odilon-kossounou,DF,Atalanta,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4098,70,ivory-coast,Evan Ndicka,evan-ndicka,DF,Roma,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4100,70,ivory-coast,Guéla Doué,guela-doue,DF,Strasbourg,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4102,70,ivory-coast,Clément Akpa,clement-akpa,DF,Auxerre,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4104,70,ivory-coast,Jean Michaël Seri,jean-michael-seri,MF,Maribor,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4106,70,ivory-coast,Seko Fofana,seko-fofana,MF,Porto,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4108,70,ivory-coast,Parfait Guiagon,parfait-guiagon,MF,Charleroi,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4110,70,ivory-coast,Oumar Diakité,oumar-diakite,FW,Cercle Brugge,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4112,70,ivory-coast,Evann Guessand,evann-guessand,FW,Crystal Palace,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4114,70,ivory-coast,Yan Diomande,yan-diomande,FW,RB Leipzig,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4116,70,ivory-coast,Elye Wahi,elye-wahi,FW,Nice,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4118,73,japan,Zion Suzuki,zion-suzuki,GK,Parma,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4120,73,japan,Tomoki Hayakawa,tomoki-hayakawa,GK,Kashima Antlers,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4113,70,ivory-coast,Amad Diallo,amad-diallo,FW,Manchester United,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4115,70,ivory-coast,Bazoumana Touré,bazoumana-toure,FW,TSG Hoffenheim,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4117,70,ivory-coast,Ange-Yoan Bonny,ange-yoan-bonny,FW,Inter Milan,Ivory Coast,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4119,73,japan,Keisuke Ōsako,keisuke-osako,GK,Sanfrecce Hiroshima,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4121,73,japan,Yūto Nagatomo,yuto-nagatomo,DF,FC Tokyo,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4123,73,japan,Kō Itakura,ko-itakura,DF,Ajax,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4125,73,japan,Hiroki Itō,hiroki-ito,DF,Bayern Munich,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4127,73,japan,Ayumu Seko,ayumu-seko,DF,Le Havre,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4129,73,japan,Junnosuke Suzuki,junnosuke-suzuki,DF,Copenhagen,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4131,73,japan,Junya Itō,junya-ito,MF,Genk,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4133,73,japan,Daichi Kamada,daichi-kamada,MF,Crystal Palace,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4135,73,japan,Ao Tanaka,ao-tanaka,MF,Leeds United,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4137,73,japan,Kaishū Sano,kaishu-sano,MF,Mainz 05,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4139,73,japan,Daizen Maeda,daizen-maeda,FW,Celtic,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4141,73,japan,Yuito Suzuki,yuito-suzuki,FW,SC Freiburg,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4143,73,japan,Kento Shiogai,kento-shiogai,FW,VfL Wolfsburg,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4145,74,sweden,Viktor Johansson,viktor-johansson,GK,Stoke City,Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4147,74,sweden,Victor Lindelöf ( captain ),victor-lindelof-captain,DF,Aston Villa,Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4149,74,sweden,Gabriel Gudmundsson,gabriel-gudmundsson,DF,Leeds United,Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4151,74,sweden,Emil Holm,emil-holm,DF,Juventus,Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4153,74,sweden,Daniel Svensson,daniel-svensson,DF,Borussia Dortmund,Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4155,74,sweden,Eric Smith,eric-smith,DF,FC St. Pauli,Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4157,74,sweden,Mattias Svanberg,mattias-svanberg,MF,VfL Wolfsburg,Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4159,74,sweden,Yasin Ayari,yasin-ayari,MF,Brighton & Hove Albion,Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4161,74,sweden,Besfort Zeneli,besfort-zeneli,MF,Union Saint-Gilloise,Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4163,74,sweden,Viktor Gyökeres,viktor-gyokeres,FW,Arsenal,Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4165,74,sweden,Anthony Elanga,anthony-elanga,FW,Newcastle United,Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4167,74,sweden,Alexander Bernhardsson,alexander-bernhardsson,FW,Holstein Kiel,Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4169,74,sweden,Taha Ali,taha-ali,FW,Malmö FF,Sweden,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4171,75,tunisia,Sabri Ben Hessen,sabri-ben-hessen,GK,Étoile du Sahel,Tunisia,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4122,73,japan,Takehiro Tomiyasu,takehiro-tomiyasu,DF,Ajax,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
4124,73,japan,Shōgo Taniguchi,shogo-taniguchi,DF,Sint-Truiden,Japan,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,pending_review,,keep
